,id,activeCompetitions,name,shortName,tla,crestUrl,address,phone,website,email,founded,clubColors,venue,squad,lastUpdated,area.id,area.name
0,61,Premier League,Chelsea FC,Chelsea,CHE,https://crests.football-data.org/61.png,Fulham Road London SW6 1HS,+44 (0871) 9841955,http://www.chelseafc.com,,1905,Royal Blue / White,Stamford Bridge,Edouard Mendy,2022-02-10T19:24:40Z,2072,England
