,id,utcDate,status,matchday,stage,group,lastUpdated,referees,competition.id,competition.name,competition.area.name,competition.area.code,competition.area.ensignUrl,season.id,season.startDate,season.endDate,season.currentMatchday,season.winner,odds.msg,score.winner,score.duration,score.fullTime.homeTeam,score.fullTime.awayTeam,score.halfTime.homeTeam,score.halfTime.awayTeam,score.extraTime.homeTeam,score.extraTime.awayTeam,score.penalties.homeTeam,score.penalties.awayTeam,homeTeam.id,homeTeam.name,awayTeam.id,awayTeam.name
15,327244,2021-11-20T15:00:00Z,FINISHED,12,REGULAR_SEASON,,2022-04-28T16:20:28Z,Jonathan Moss,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,4.0,1.0,2.0,0.0,,,,,346,Watford FC,66,Manchester United FC
16,337482,2021-11-23T17:50:00Z,FINISHED,5,GROUP_STAGE,GROUP_F,2022-04-28T16:20:07Z,Felix Brych,2001,UEFA Champions League,Europe,EUR,https://crests.football-data.org/EUR.svg,734,2021-06-22,2022-05-28,7,,Activate Odds-Package in User-Panel to retrieve odds.,AWAY_TEAM,REGULAR,0.0,2.0,0.0,0.0,,,,,94,Villarreal CF,66,Manchester United FC
17,327238,2021-11-28T16:30:00Z,FINISHED,13,REGULAR_SEASON,,2022-04-28T16:20:28Z,Anthony Taylor,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,DRAW,REGULAR,1.0,1.0,0.0,0.0,,,,,61,Chelsea FC,66,Manchester United FC
18,327226,2021-12-02T20:15:00Z,FINISHED,14,REGULAR_SEASON,,2022-04-28T16:20:28Z,Martin Atkinson,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,3.0,2.0,1.0,1.0,,,,,66,Manchester United FC,57,Arsenal FC
19,327219,2021-12-05T14:00:00Z,FINISHED,15,REGULAR_SEASON,,2022-04-28T16:20:28Z,Craig Pawson,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,1.0,0.0,0.0,0.0,,,,,66,Manchester United FC,354,Crystal Palace FC
20,337480,2021-12-08T20:00:00Z,FINISHED,6,GROUP_STAGE,GROUP_F,2022-04-28T16:20:07Z,Benoît Bastien,2001,UEFA Champions League,Europe,EUR,https://crests.football-data.org/EUR.svg,734,2021-06-22,2022-05-28,7,,Activate Odds-Package in User-Panel to retrieve odds.,DRAW,REGULAR,1.0,1.0,1.0,1.0,,,,,66,Manchester United FC,1871,BSC Young Boys
21,327203,2021-12-11T17:30:00Z,FINISHED,16,REGULAR_SEASON,,2022-04-28T16:20:28Z,Darren England,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,AWAY_TEAM,REGULAR,0.0,1.0,0.0,0.0,,,,,68,Norwich City FC,66,Manchester United FC
22,327177,2021-12-27T20:00:00Z,FINISHED,19,REGULAR_SEASON,,2022-04-28T16:20:28Z,Craig Pawson,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,DRAW,REGULAR,1.0,1.0,1.0,0.0,,,,,67,Newcastle United FC,66,Manchester United FC
23,327164,2021-12-30T20:15:00Z,FINISHED,20,REGULAR_SEASON,,2022-04-28T16:20:28Z,Jonathan Moss,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,3.0,1.0,3.0,1.0,,,,,66,Manchester United FC,328,Burnley FC
24,327155,2022-01-03T17:30:00Z,FINISHED,21,REGULAR_SEASON,,2022-04-28T16:20:28Z,Mike Dean,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,AWAY_TEAM,REGULAR,0.0,1.0,0.0,0.0,,,,,66,Manchester United FC,76,Wolverhampton Wanderers FC
25,327152,2022-01-15T17:30:00Z,FINISHED,22,REGULAR_SEASON,,2022-04-28T16:20:28Z,David Coote,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,DRAW,REGULAR,2.0,2.0,0.0,1.0,,,,,58,Aston Villa FC,66,Manchester United FC
26,327201,2022-01-19T20:00:00Z,FINISHED,17,REGULAR_SEASON,,2022-04-28T16:20:28Z,Andre Marriner,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,AWAY_TEAM,REGULAR,1.0,3.0,0.0,0.0,,,,,402,Brentford FC,66,Manchester United FC
27,327135,2022-01-22T15:00:00Z,FINISHED,23,REGULAR_SEASON,,2022-04-28T16:20:28Z,Jonathan Moss,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,1.0,0.0,0.0,0.0,,,,,66,Manchester United FC,563,West Ham United FC
28,327130,2022-02-08T20:00:00Z,FINISHED,24,REGULAR_SEASON,,2022-04-28T16:20:28Z,Mike Dean,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,DRAW,REGULAR,1.0,1.0,0.0,1.0,,,,,328,Burnley FC,66,Manchester United FC
29,327117,2022-02-12T12:30:00Z,FINISHED,25,REGULAR_SEASON,,2022-04-28T16:20:28Z,Stuart Attwell,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,DRAW,REGULAR,1.0,1.0,1.0,0.0,,,,,66,Manchester United FC,340,Southampton FC
30,327189,2022-02-15T20:15:00Z,FINISHED,18,REGULAR_SEASON,,2022-04-28T16:20:28Z,Peter Bankes,2021,Premier League,England,ENG,https://crests.football-data.org/770.svg,733,2021-08-13,2022-05-22,37,,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,2.0,0.0,0.0,0.0,,,,,66,Manchester United FC,397,Brighton & Hove Albion FC
